cp_name,terminal_name,day,round_trips,one_way_trips,loaded_trips,repo_trips,payload_delivered_tons,cycle_time_hours,time_consumed_hours,lane_trucks_needed
Collection_Point01,Unload_Terminal_A,1,8,0,8,0,240.0,5.435,43.48,5.68
Collection_Point01,Unload_Terminal_A,3,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_A,6,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_A,13,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_A,16,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_A,17,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_A,18,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point01,Unload_Terminal_B,1,11,0,11,0,330.0,6.101,67.11,8.77
Collection_Point01,Unload_Terminal_B,4,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,5,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,8,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,15,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,19,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,20,7,0,7,0,210.0,6.101,42.71,5.58
Collection_Point01,Unload_Terminal_B,21,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,22,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_B,23,18,0,18,0,540.0,6.101,109.82,14.36
Collection_Point01,Unload_Terminal_C,2,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,7,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,9,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,10,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,11,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,12,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,14,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point01,Unload_Terminal_C,20,13,0,13,0,390.0,5.228,67.96,8.88
Collection_Point01,Unload_Terminal_C,24,21,0,21,0,630.0,5.228,109.78,14.35
Collection_Point02,Unload_Terminal_A,2,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point02,Unload_Terminal_A,3,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point02,Unload_Terminal_A,7,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point02,Unload_Terminal_A,12,5,0,5,0,150.0,5.435,27.18,3.55
Collection_Point02,Unload_Terminal_A,13,5,0,5,0,150.0,5.435,27.18,3.55
Collection_Point02,Unload_Terminal_A,20,5,0,5,0,150.0,5.435,27.18,3.55
Collection_Point02,Unload_Terminal_A,21,5,0,5,0,150.0,5.435,27.18,3.55
Collection_Point02,Unload_Terminal_A,24,21,0,21,0,630.0,5.435,114.14,14.92
Collection_Point02,Unload_Terminal_B,1,19,0,19,0,570.0,6.101,115.92,15.15
Collection_Point02,Unload_Terminal_B,5,19,0,19,0,570.0,6.101,115.92,15.15
Collection_Point02,Unload_Terminal_B,8,19,0,19,0,570.0,6.101,115.92,15.15
Collection_Point02,Unload_Terminal_B,10,9,0,9,0,270.0,6.101,54.91,7.18
Collection_Point02,Unload_Terminal_B,14,4,0,4,0,120.0,6.101,24.41,3.19
Collection_Point02,Unload_Terminal_B,17,4,0,4,0,120.0,6.101,24.41,3.19
Collection_Point02,Unload_Terminal_B,22,7,0,7,0,210.0,6.101,42.71,5.58
Collection_Point02,Unload_Terminal_B,23,19,0,19,0,570.0,6.101,115.92,15.15
Collection_Point02,Unload_Terminal_C,4,20,0,20,0,600.0,5.656,113.11,14.79
Collection_Point02,Unload_Terminal_C,6,20,0,20,0,600.0,5.656,113.11,14.79
Collection_Point02,Unload_Terminal_C,9,19,0,19,0,570.0,5.656,107.46,14.05
Collection_Point02,Unload_Terminal_C,11,9,0,9,0,270.0,5.656,50.9,6.65
Collection_Point02,Unload_Terminal_C,15,4,0,4,0,120.0,5.656,22.62,2.96
Collection_Point02,Unload_Terminal_C,16,4,0,4,0,120.0,5.656,22.62,2.96
Collection_Point02,Unload_Terminal_C,18,4,0,4,0,120.0,5.656,22.62,2.96
Collection_Point02,Unload_Terminal_C,19,4,0,4,0,120.0,5.656,22.62,2.96
Collection_Point03,Unload_Terminal_A,7,11,0,11,0,330.0,4.99,54.89,7.18
Collection_Point03,Unload_Terminal_A,9,11,0,11,0,330.0,4.99,54.89,7.18
Collection_Point03,Unload_Terminal_A,16,12,0,12,0,360.0,4.99,59.88,7.83
Collection_Point03,Unload_Terminal_A,18,13,0,13,0,390.0,4.99,64.87,8.48
Collection_Point03,Unload_Terminal_B,2,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,4,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,8,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,10,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,11,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,12,11,0,11,0,330.0,4.941,54.35,7.1
Collection_Point03,Unload_Terminal_B,15,13,0,13,0,390.0,4.941,64.23,8.4
Collection_Point03,Unload_Terminal_B,17,2,0,2,0,60.0,4.941,9.88,1.29
Collection_Point03,Unload_Terminal_B,19,13,0,13,0,390.0,4.941,64.23,8.4
Collection_Point03,Unload_Terminal_B,21,13,0,13,0,390.0,4.941,64.23,8.4
Collection_Point03,Unload_Terminal_C,1,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,3,10,0,10,0,300.0,5.344,53.44,6.99
Collection_Point03,Unload_Terminal_C,5,10,0,10,0,300.0,5.344,53.44,6.99
Collection_Point03,Unload_Terminal_C,6,10,0,10,0,300.0,5.344,53.44,6.99
Collection_Point03,Unload_Terminal_C,13,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,14,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,17,10,0,10,0,300.0,5.344,53.44,6.99
Collection_Point03,Unload_Terminal_C,20,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,22,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,23,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point03,Unload_Terminal_C,24,12,0,12,0,360.0,5.344,64.13,8.38
Collection_Point04,Unload_Terminal_A,1,19,0,19,0,570.0,7.651,145.37,19.0
Collection_Point04,Unload_Terminal_A,4,2,0,2,0,60.0,7.651,15.3,2.0
Collection_Point04,Unload_Terminal_A,19,18,0,18,0,540.0,7.651,137.72,18.0
Collection_Point04,Unload_Terminal_B,2,20,0,20,0,600.0,7.42,148.4,19.4
Collection_Point04,Unload_Terminal_B,3,18,0,18,0,540.0,7.42,133.56,17.46
Collection_Point04,Unload_Terminal_B,23,20,0,20,0,600.0,7.42,148.4,19.4
Collection_Point04,Unload_Terminal_C,20,19,0,19,0,570.0,7.25,137.75,18.01
Collection_Point04,Unload_Terminal_C,21,19,0,19,0,570.0,7.25,137.75,18.01
Collection_Point04,Unload_Terminal_C,22,20,0,20,0,600.0,7.25,145.0,18.95
Collection_Point04,Unload_Terminal_C,24,20,0,20,0,600.0,7.25,145.0,18.95
Collection_Point05,Unload_Terminal_A,3,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,8,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,9,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,13,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,14,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,18,9,0,9,0,270.0,7.68,69.12,9.04
Collection_Point05,Unload_Terminal_A,22,4,0,4,0,120.0,7.68,30.72,4.02
Collection_Point05,Unload_Terminal_B,1,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_B,2,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_B,4,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_B,6,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_B,15,4,0,4,0,120.0,7.449,29.8,3.9
Collection_Point05,Unload_Terminal_B,16,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_B,17,9,0,9,0,270.0,7.449,67.04,8.76
Collection_Point05,Unload_Terminal_C,5,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,7,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,10,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,11,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,12,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,15,10,0,10,0,300.0,4.061,40.61,5.31
Collection_Point05,Unload_Terminal_C,19,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,20,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,21,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,22,10,0,10,0,300.0,4.061,40.61,5.31
Collection_Point05,Unload_Terminal_C,23,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point05,Unload_Terminal_C,24,17,0,17,0,510.0,4.061,69.04,9.02
Collection_Point06,Unload_Terminal_A,3,10,0,10,0,300.0,5.815,58.15,7.6
Collection_Point06,Unload_Terminal_A,4,10,0,10,0,300.0,5.815,58.15,7.6
Collection_Point06,Unload_Terminal_A,5,10,0,10,0,300.0,5.815,58.15,7.6
Collection_Point06,Unload_Terminal_A,8,10,0,10,0,300.0,5.815,58.15,7.6
Collection_Point06,Unload_Terminal_A,12,25,0,25,0,750.0,5.815,145.38,19.0
Collection_Point06,Unload_Terminal_A,14,7,0,7,0,210.0,5.815,40.71,5.32
Collection_Point06,Unload_Terminal_A,16,25,0,25,0,750.0,5.815,145.38,19.0
Collection_Point06,Unload_Terminal_A,21,25,0,25,0,750.0,5.815,145.38,19.0
Collection_Point06,Unload_Terminal_B,6,8,0,8,0,240.0,7.164,57.31,7.49
Collection_Point06,Unload_Terminal_B,7,8,0,8,0,240.0,7.164,57.31,7.49
Collection_Point06,Unload_Terminal_B,9,8,0,8,0,240.0,7.164,57.31,7.49
Collection_Point06,Unload_Terminal_B,11,17,0,17,0,510.0,7.164,121.79,15.92
Collection_Point06,Unload_Terminal_B,14,11,0,11,0,330.0,7.164,78.81,10.3
Collection_Point06,Unload_Terminal_B,17,21,0,21,0,630.0,7.164,150.45,19.67
Collection_Point06,Unload_Terminal_B,18,21,0,21,0,630.0,7.164,150.45,19.67
Collection_Point06,Unload_Terminal_B,22,17,0,17,0,510.0,7.164,121.79,15.92
Collection_Point06,Unload_Terminal_B,24,8,0,8,0,240.0,7.164,57.31,7.49
Collection_Point06,Unload_Terminal_C,1,7,0,7,0,210.0,8.183,57.28,7.49
Collection_Point06,Unload_Terminal_C,2,7,0,7,0,210.0,8.183,57.28,7.49
Collection_Point06,Unload_Terminal_C,10,14,0,14,0,420.0,8.183,114.57,14.98
Collection_Point06,Unload_Terminal_C,13,18,0,18,0,540.0,8.183,147.3,19.25
Collection_Point06,Unload_Terminal_C,14,3,0,3,0,90.0,8.183,24.55,3.21
Collection_Point06,Unload_Terminal_C,15,18,0,18,0,540.0,8.183,147.3,19.25
Collection_Point06,Unload_Terminal_C,19,18,0,18,0,540.0,8.183,147.3,19.25
Collection_Point06,Unload_Terminal_C,20,18,0,18,0,540.0,8.183,147.3,19.25
Collection_Point06,Unload_Terminal_C,23,7,0,7,0,210.0,8.183,57.28,7.49
Collection_Point07,Unload_Terminal_A,2,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,3,12,0,12,0,360.0,5.786,69.43,9.08
Collection_Point07,Unload_Terminal_A,4,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,7,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,8,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,11,3,0,3,0,90.0,5.786,17.36,2.27
Collection_Point07,Unload_Terminal_A,13,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,14,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,17,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,21,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_A,23,17,0,17,0,510.0,5.786,98.37,12.86
Collection_Point07,Unload_Terminal_B,3,4,0,4,0,120.0,7.135,28.54,3.73
Collection_Point07,Unload_Terminal_B,15,14,0,14,0,420.0,7.135,99.9,13.06
Collection_Point07,Unload_Terminal_B,16,14,0,14,0,420.0,7.135,99.9,13.06
Collection_Point07,Unload_Terminal_B,22,14,0,14,0,420.0,7.135,99.9,13.06
Collection_Point07,Unload_Terminal_B,24,14,0,14,0,420.0,7.135,99.9,13.06
Collection_Point07,Unload_Terminal_C,1,16,0,16,0,480.0,6.122,97.96,12.81
